dialect,standard,region,sentiment,source,source_split
"Mua được mớ rau ngoài chợ mà héo úa như cọng rơm, phí cả tiền.","Mua được mớ rau ngoài chợ mà héo úa như cọng rơm, phí cả tiền.",northern,negative,synthetic,
"Đã hẹn từ đời tám hoánh nào rồi mà cứ cao su giờ cao su giấc, phát cáu.","Đã hẹn từ đời nào rồi mà cứ cao su giờ cao su giấc, phát cáu.",northern,negative,synthetic,
Làm ăn tắc trách thế này thì đến bao giờ mới khá lên được hả giời.,Làm ăn tắc trách thế này thì đến bao giờ mới khá lên được hả giời.,northern,negative,synthetic,
"Cái quán này dạo này phục vụ chán thế, gọi mãi chẳng thấy ai thèm ló mặt ra.","Cái quán này dạo này phục vụ chán thế, gọi mãi chẳng thấy ai thèm ló mặt ra.",northern,negative,synthetic,
"Tốn khối tiền đi chữa mà cái răng cứ ê ẩm nhức buốt, phát bực.","Tốn khối tiền đi chữa mà cái răng cứ ê ẩm nhức buốt, phát bực.",northern,negative,synthetic,
"Đường thì tắc nghẽn dài cổ, hít đầy khói bụi vào phổi chứ hay ho gì.","Đường thì tắc nghẽn dài cổ, hít đầy khói bụi vào phổi chứ hay ho gì.",northern,negative,synthetic,
"Nói mỏi cả mồm mà chúng nó cứ cãi chày cãi cối, nhức hết cả đầu.","Nói mỏi cả mồm mà chúng nó cứ cãi chày cãi cối, nhức hết cả đầu.",northern,negative,synthetic,
Cầm cái hóa đơn tiền điện tháng này mà xót hết cả ruột gan.,Cầm cái hóa đơn tiền điện tháng này mà xót hết cả ruột gan.,northern,negative,synthetic,
Mệt mỏi với cái kiểu lươn lẹo dối trá này lắm rồi đấy nhé.,Mệt mỏi với cái kiểu lươn lẹo dối trá này lắm rồi đấy nhé.,northern,negative,synthetic,
"Rõ ràng nhắc từ chiều qua rồi mà sáng nay vẫn quên sạch sành sanh, tức ách xì hơi.","Rõ ràng nhắc từ chiều qua rồi mà sáng nay vẫn quên sạch sành sanh, tức ách xì hơi.",northern,negative,synthetic,
Cứ tưởng thế nào hóa ra cũng chỉ vẽ vời hình thức chứ rỗng tuếch.,Cứ tưởng thế nào hóa ra cũng chỉ vẽ vời hình thức chứ rỗng tuếch.,northern,negative,synthetic,
Nhìn cảnh tượng bày bừa bẩn thỉu mà ngứa hết cả mắt.,Nhìn cảnh tượng bày bừa bẩn thỉu mà ngứa hết cả mắt.,northern,negative,synthetic,
"Thuê cái nhà trọ mà ẩm mốc bong tróc hết cả tường, chán chẳng muốn về.","Thuê cái nhà trọ mà ẩm mốc bong tróc hết cả tường, chán chẳng muốn về.",northern,negative,synthetic,
Đi bộ ngoài đường một tí mà bọn trẻ trâu nó phóng bạt mạng suýt tông vào người.,Đi bộ ngoài đường một tí mà bọn trẻ trâu nó phóng bạt mạng suýt tông vào người.,northern,negative,synthetic,
Bỏ từng đống tiền ra mua cái đồ rởm đời về dùng đúng là rước họa vào thân.,Bỏ từng đống tiền ra mua cái đồ rởm đời về dùng đúng là rước họa vào thân.,northern,negative,synthetic,
"Lại thêm một cú lừa ngoạn mục nữa, đúng là nhẹ dạ cả tin quá thể.","Lại thêm một cú lừa ngoạn mục nữa, đúng là nhẹ dạ cả tin quá thể.",northern,negative,synthetic,
Cái thói ba hoa chích choè nghe ngứa tai không chịu nổi.,Cái thói ba hoa chích choè nghe ngứa tai không chịu nổi.,northern,negative,synthetic,
"Bực thế không biết được, vừa mua xong đã hỏng rồi, phí cả xèng ra.","Bực thế không biết được, vừa mua xong đã hỏng rồi, phí cả tiền ra.",northern,negative,synthetic,
Đi đứng kiểu gì mà đâm vào người ta xong rồi chuồn mất tăm thế hả giời?,Đi đứng kiểu gì mà đâm vào người ta xong rồi chuồn mất tăm thế hả giời?,northern,negative,synthetic,
"Đã nghèo lại còn mắc cái eo, vừa mất toi củ rưỡi tiền phạt nguội xong.","Đã nghèo lại còn gặp eo xèo, vừa mất toi một triệu rưỡi tiền phạt nguội xong.",northern,negative,synthetic,
"Làm ăn như hạch ấy, nhắc hoài mà vẫn sai lên sai xuống được cơ à?","Làm ăn chán quá, nhắc hoài mà vẫn sai lên sai xuống được cơ à?",northern,negative,synthetic,
"Thời tiết oi bức phát điên lên được, ở nhà không chịu nổi nhiệt luôn.","Thời tiết oi bức phát điên lên được, ở nhà không chịu nổi nhiệt luôn.",northern,negative,synthetic,
"Đúng là cái loại ơn giời cậu đây rồi, mượn tiền từ kiếp nào rồi mà cứ lẩn tránh mãi.","Đúng là cái loại chán đời, mượn tiền từ kiếp nào rồi mà cứ lẩn tránh mãi.",northern,negative,synthetic,
"Nản với cái bọn vô ý thức này ghê, cứ thích xả rác bừa bãi ra đấy.","Nản với cái bọn vô ý thức này ghê, cứ thích xả rác bừa bãi ra đấy.",northern,negative,synthetic,
Tốn đống xiền vào quán này mà phục vụ chán không ngửi nổi.,Tốn đống tiền vào quán này mà phục vụ chán không ngửi nổi.,northern,negative,synthetic,
"Phát bực với bọn dở hơi này, cứ thích chọc ngoáy chuyện nhà người khác.","Phát bực với bọn dở hơi này, cứ thích chọc ngoáy chuyện nhà người khác.",northern,negative,synthetic,
"Đông đúc chen chúc đến mệt mỏi, đi đường kiểu này có mà thăng sớm.","Đông đúc chen chúc đến mệt mỏi, đi đường kiểu này có mà chết sớm.",northern,negative,synthetic,
"Mệt mỏi với đống việc đổ lên đầu, đúng là họa vô đơn chí mà.","Mệt mỏi với đống việc đổ lên đầu, đúng là họa vô đơn chí mà.",northern,negative,synthetic,
Ghét cái thái độ lồi lõm của nhân viên ở đây kinh khủng khiếp.,Ghét cái thái độ khó chịu của nhân viên ở đây kinh khủng khiếp.,northern,negative,synthetic,
Ăn nói thì hàm hồ mà cứ tưởng mình hay ho lắm cơ đấy.,Nói năng thì vô lý mà cứ tưởng mình hay ho lắm cơ đấy.,northern,negative,synthetic,
"Sáng ra đã gặp hạn, đúng là xui xẻo cả một ngày giời.","Sáng ra đã gặp vận đen, đúng là xui xẻo cả một ngày trời.",northern,negative,synthetic,
"Hứa hẹn cho lắm vào rồi leo cây người ta, chán chẳng buồn trách.","Hứa hẹn cho lắm vào rồi cho người ta leo cây, chán chẳng buồn trách.",northern,negative,synthetic,
Loại bạn bè gì mà chỉ biết lợi dụng lúc khó khăn mới thò mặt ra.,Loại bạn bè gì mà chỉ biết lợi dụng lúc khó khăn mới thò mặt ra.,northern,negative,synthetic,
Cái thói đời chộp giật thế này thảo nào xã hội cứ loạn cả lên.,Cái thói đời chộp giật thế này thảo nào xã hội cứ loạn cả lên.,northern,negative,synthetic,
"Định lừa gà à, tưởng ai cũng dễ dãi để cho mấy người qua mặt chắc.","Định lừa đảo à, tưởng ai cũng dễ dãi để cho mấy người qua mặt chắc.",northern,negative,synthetic,
"Bực mình kinh khủng, vừa dọn sạch xong lũ trẻ lại quăng đồ bừa bãi ra.","Bực mình kinh khủng, vừa dọn sạch xong lũ trẻ lại quăng đồ bừa bãi ra.",northern,negative,synthetic,
"Chán chả buồn nói, cái giống gì mà cứ lươn lẹo quen thói.","Chán chẳng buồn nói, cái loại gì mà cứ lươn lẹo quen thói.",northern,negative,synthetic,
"Đã nghèo lại còn mắc cái eo, mua được món đồ thì hỏng toi.","Đã nghèo lại còn gặp eo, mua được món đồ thì hỏng mất.",northern,negative,synthetic,
"Bực hết cả mình, làm ăn kiểu gì mà tắc trách thế không biết.","Bực hết cả mình, làm ăn kiểu gì mà tắc trách thế không biết.",northern,negative,synthetic,
Cái thời tiết ẩm ương dở hơi này làm người ta phát cáu lên được.,Cái thời tiết ẩm ương dở hơi này làm người ta phát cáu lên được.,northern,negative,synthetic,
"Đúng là đen đủi hết phần thiên hạ, ra đường cái là dẫm phải đinh.","Đúng là đen đủi hết phần thiên hạ, ra đường là dẫm phải đinh.",northern,negative,synthetic,
"Hãm tài thật đấy, đang yên đang lành lại dở chứng.","Xui xẻo thật đấy, đang yên đang lành lại dở chứng.",northern,negative,synthetic,
"Phát bực với cái bọn vô ý thức, vứt rác ngược đời thế cơ chứ.","Phát bực với cái bọn vô ý thức, vứt rác ngược đời thế cơ chứ.",northern,negative,synthetic,
"Nản chẳng buồn chết, tháng này đói kém nhịn ăn nhịn mặc.","Nản chẳng buồn chết, tháng này đói kém nhịn ăn nhịn mặc.",northern,negative,synthetic,
"Đói há mỏ ra mà cứ đòi hỏi cao sang, mệt mỏi thật đấy.","Đói há mỏ ra mà cứ đòi hỏi cao sang, mệt mỏi thật đấy.",northern,negative,synthetic,
"Ức chế vãi chưởng, mất tiền oan mà rước bực vào người.","Ức chế thật đấy, mất tiền oan mà rước bực vào người.",northern,negative,synthetic,
"Cái giống người gì mà ích kỷ, chỉ biết nghĩ cho thân mình.","Cái loại người gì mà ích kỷ, chỉ biết nghĩ cho bản thân.",northern,negative,synthetic,
Phát điên lên được với cái thái độ lồi lõm phục vụ khách.,Phát điên lên được với cái thái độ khó chịu phục vụ khách.,northern,negative,synthetic,
"Đắt cắt cổ ra chứ hay ho gì, phí cả tiền.","Đắt cắt cổ ra chứ hay ho gì, phí cả tiền.",northern,negative,synthetic,
"Khổ tâm ghê cơ, gặp ngay phải quả báo đời này.","Khổ tâm ghê cơ, gặp ngay phải chuyện thế này.",northern,negative,synthetic,
Bó tay chấm com với cái kiểu tư duy rỗng tuếch.,Bó tay chịu chết với cái kiểu tư duy rỗng tuếch.,northern,negative,synthetic,
"Đồ hâm dở, nói mãi mà chẳng khá lên được.","Đồ dở hơi, nói mãi mà chẳng khôn lên được.",northern,negative,synthetic,
"Tức óc ách mà không làm gì được, cay đắng thật.","Tức ấm ức mà không làm gì được, cay đắng thật.",northern,negative,synthetic,
"Sợ thật đấy, thời buổi này chẳng tin được bố con thằng nào.","Sợ thật đấy, thời buổi này chẳng tin được ai.",northern,negative,synthetic,
"Lắm mồm lắm chuyện, nghe nhức hết cả đầu.","Nhiều chuyện lắm điều, nghe nhức hết cả đầu.",northern,negative,synthetic,
Chán chường chẳng muốn bước chân ra khỏi nhà nữa.,Chán nản chẳng muốn bước chân ra khỏi nhà nữa.,northern,negative,synthetic,
"Có mỗi việc bé bằng con kiến mà làm hoài không xong, chán thật đấy.","Có mỗi việc bé bằng con kiến mà làm hoài không xong, chán thật đấy.",northern,negative,synthetic,
"Cái thời tiết ẩm ương thế này làm người ta phát bực lên được, điên cái đầu ghê.","Cái thời tiết ẩm ương thế này làm người ta phát bực lên được, điên cái đầu ghê.",northern,negative,synthetic,
"Ra đường gặp toàn mấy ông lái xe kiểu gì không não, đâm chém kiểu này có ngày mất mạng.","Ra đường gặp toàn mấy ông lái xe kiểu gì không não, đi kiểu này có ngày mất mạng.",northern,negative,synthetic,
"Hôm nay dở giời thế nào mà đen đủi từ sáng đến tối mịt, bực hết cả mình.","Hôm nay dở giời thế nào mà đen đủi từ sáng đến tối mịt, bực hết cả mình.",northern,negative,synthetic,
"Làm ăn chán thế không biết được, hứa hẹn cả đống xong cuối cùng lại cho leo cây.","Làm ăn chán thế không biết được, hứa hẹn cả đống xong cuối cùng lại cho leo cây.",northern,negative,synthetic,
"Nhìn cái mặt đã thấy ghét rồi, lại còn hay giở trò khôn lỏi bẩn thỉu nữa chứ.","Nhìn cái mặt đã thấy ghét rồi, lại còn hay giở trò khôn lỏi bẩn thỉu nữa chứ.",northern,negative,synthetic,
Mệt mỏi với mấy ông bà hàng xóm tối ngày hát karaoke tra tấn lỗ tai người khác.,Mệt mỏi với mấy ông bà hàng xóm tối ngày hát karaoke tra tấn lỗ tai người khác.,northern,negative,synthetic,
Bỏ mẹ tiền ra mua sự bực bội vào người chứ hay ho gì cái quán này nữa.,Bỏ đống tiền ra mua sự bực bội vào người chứ hay ho gì cái quán này nữa.,northern,negative,synthetic,
"Đồ đạc thì lộn xộn ngổn ngang, dặn bao nhiêu lần rồi mà cứ điếc tai ngơ mắt ra.","Đồ đạc thì lộn xộn ngổn ngang, dặn bao nhiêu lần rồi mà cứ phớt lờ đi.",northern,negative,synthetic,
"Đúng là cái giống vô ý thức, ăn xong vứt rác tơi bời hoa lá ở đấy rồi biến.","Đúng là cái loại vô ý thức, ăn xong vứt rác tơi bời ở đấy rồi biến.",northern,negative,synthetic,
Sống ở đời ghét nhất loại mặt dày hay đi dòm ngó chuyện nhà người khác.,Sống ở đời ghét nhất loại mặt dày hay đi dòm ngó chuyện nhà người khác.,northern,negative,synthetic,
"Cái quán gì mà phục vụ chậm như rùa bò, gọi món nửa tiếng chưa thấy ma nào mang ra.","Cái quán gì mà phục vụ chậm như rùa bò, gọi món nửa tiếng chưa thấy ma nào mang ra.",northern,negative,synthetic,
"Hết tiền tiêu Tết đến nơi rồi mà công ty chưa thấy động tĩnh gì, chán chả buồn chết.","Hết tiền tiêu Tết đến nơi rồi mà công ty chưa thấy động tĩnh gì, chán chẳng buồn chết.",northern,negative,synthetic,
"Vừa bực vừa buồn cười cái thể loại ăn cháo đá bát, sống không thấu miếng nào.","Vừa bực vừa buồn cười cái thể loại ăn cháo đá bát, sống không ra gì.",northern,negative,synthetic,
"Đói hoa cả mắt mà mở tủ ra chả có cái vẹo gì ăn được, cáu thật đấy.","Đói hoa cả mắt mà mở tủ ra chẳng có cái quái gì ăn được, cáu thật đấy.",northern,negative,synthetic,
"Nói mãi mà cái đầu gỗ ấy vẫn không chịu thông, đúng là phí cả nước bọt.","Nói mãi mà cái đầu gỗ ấy vẫn không chịu thông, đúng là phí cả nước bọt.",northern,negative,synthetic,
"Đi làm về mệt rũ rượi lại còn gặp ngay quả tắc đường dài cả cây số, nản hẳn.","Đi làm về mệt rũ rượi lại còn gặp ngay quả tắc đường dài cả cây số, nản hẳn.",northern,negative,synthetic,
"Lương thì thấp như tụt quần mà việc thì ngập đầu ngập cổ, chả hiểu nghĩ gì nữa.","Lương thì thấp tẹt mà việc thì ngập đầu ngập cổ, chẳng hiểu nghĩ gì nữa.",northern,negative,synthetic,
"Có mỗi việc bé tí thế mà cũng làm không xong, chả hiểu trong đầu chứa cái gì nữa.","Có mỗi việc bé tí thế mà cũng làm không xong, chẳng hiểu trong đầu chứa cái gì nữa.",northern,negative,synthetic,
Đắt cắt cổ ra chứ rẻ giát gì đâu mà chúng nó cứ lao vào mua thế không biết.,Đắt cắt cổ ra chứ rẻ rác gì đâu mà chúng nó cứ lao vào mua thế không biết.,northern,negative,synthetic,
"Mệt mỏi với cái kiểu làm ăn tắc trách này lắm rồi đấy, bực cả mình.","Mệt mỏi với cái kiểu làm ăn tắc trách này lắm rồi đấy, bực cả mình.",northern,negative,synthetic,
"Thời tiết dở chứng kiểu gì mà oi bức phát điên lên được, bực dọc thế không biết.","Thời tiết dở chứng kiểu gì mà oi bức phát điên lên được, bực dọc thế không biết.",northern,negative,synthetic,
"Đã nghèo còn mắc cái eo, phen này thì đói nhăn răng ra chứ sống thế quái nào được.","Đã nghèo còn mắc cái eo, phen này thì đói nhăn răng ra chứ sống thế quái nào được.",northern,negative,synthetic,
"Nói mãi mà chúng nó cứ điếc tai ngơ mắt, phát nản với cái ý thức tồi.","Nói mãi mà chúng nó cứ điếc tai ngơ mắt, phát nản với cái ý thức tồi.",northern,negative,synthetic,
"Đúng là đen đủi hết phần thiên hạ, vừa ra đường đã hỏng toi cái xe.","Đúng là đen đủi hết phần thiên hạ, vừa ra đường đã hỏng toi cái xe.",northern,negative,synthetic,
"Khổ thân con giời, rước cái nợ đời về người có khác gì tự đâm đầu vào bụi rậm.","Khổ thân con giời, rước cái nợ đời về người có khác gì tự đâm đầu vào bụi rậm.",northern,negative,synthetic,
Nhìn cái mặt đã thấy ghét rồi lại còn giở thói ta đây dạy đời.,Nhìn cái mặt đã thấy ghét rồi lại còn giở thói ta đây dạy đời.,northern,negative,synthetic,
"Đồ ăn dở tệ mà chém giá trên trời, đúng là lừa đảo không hơn không kém.","Đồ ăn dở tệ mà chém giá trên trời, đúng là lừa đảo không hơn không kém.",northern,negative,synthetic,
Làm ăn chộp giật thế này thì sớm muộn gì cũng dẹp tiệm thôi em ơi.,Làm ăn chộp giật thế này thì sớm muộn gì cũng dẹp tiệm thôi em ơi.,northern,negative,synthetic,
"Phát bực với cái bọn thích hớt lẻo ở cơ quan, rảnh hơi không có việc gì làm à.","Phát bực với cái bọn thích hớt lẻo ở cơ quan, rảnh hơi không có việc gì làm à.",northern,negative,synthetic,
"Cứ tưởng thế nào hóa ra cũng chỉ là thùng rỗng kêu to, mất cả thời gian.","Cứ tưởng thế nào hóa ra cũng chỉ là thùng rỗng kêu to, mất cả thời gian.",northern,negative,synthetic,
Đúng là phí tiền giời khi mua cái đống rác này về nhà.,Đúng là phí tiền trời khi mua cái đống rác này về nhà.,northern,negative,synthetic,
"Cái thói ba hoa chích choè nghe ngứa cả tai, chả ai thèm chấp.","Cái thói ba hoa chích chòe nghe ngứa cả tai, chẳng ai thèm chấp.",northern,negative,synthetic,
"Đã muộn giờ rồi mà cái xe cứ dở chứng không chịu nổ máy, cáu tiết thật.","Đã muộn giờ rồi mà cái xe cứ dở chứng không chịu nổ máy, cáu tiết thật.",northern,negative,synthetic,
Sống ở đời ghét nhất cái thể loại ăn cháo đá bát như thế.,Sống ở đời ghét nhất cái thể loại ăn cháo đá bát như thế.,northern,negative,synthetic,
"Định lừa gà à, khôn thế quê tôi xích đầy rồi đấy nhé.","Định lừa gà à, khôn thế quê tôi xích đầy rồi đấy nhé.",northern,negative,synthetic,
Hết hơi với cái loại người ích kỷ chỉ biết nghĩ đến bản thân mình.,Hết hơi với cái loại người ích kỷ chỉ biết nghĩ đến bản thân mình.,northern,negative,synthetic,
"Đã dốt nát còn hay tỏ ra nguy hiểm, ngứa hết cả mắt.","Đã dốt nát còn hay tỏ ra nguy hiểm, ngứa hết cả mắt.",northern,negative,synthetic,
Mua cái áo đắt sắt ra miếng mà giặt có nhõn bận đã xù hết cả lông.,Mua cái áo đắt sắt ra miếng mà giặt có mỗi lần đã xù hết cả lông.,northern,negative,synthetic,
Đi đứng kiểu gì mà đâm xe vào người ta thế hả giời?,Đi đứng kiểu gì mà đâm xe vào người ta thế hả giời?,northern,negative,synthetic,
Cái loại ăn cháo đá bát ấy thì sớm muộn cũng gặp quả báo.,Cái loại ăn cháo đá bát ấy thì sớm muộn cũng gặp quả báo.,northern,negative,synthetic,
"Nói mãi mà cứ cãi chày cãi cối, bực cả mình.","Nói mãi mà cứ cãi chày cãi cối, bực cả mình.",northern,negative,synthetic,
Làm ăn tắc trách thế này thì có mà phá sản sớm.,Làm ăn tắc trách thế này thì có mà phá sản sớm.,northern,negative,synthetic,
"Khổ thân con bé, vớ phải thằng chồng vừa nát vừa vũ phu.","Khổ thân con bé, vớ phải thằng chồng vừa nát vừa vũ phu.",northern,negative,synthetic,
"Mệt mỏi với mấy thể loại lươn lẹo, cứ hay nhập nhèm.","Mệt mỏi với mấy thể loại lươn lẹo, cứ hay nhập nhèm.",northern,negative,synthetic,
Thi cử kiểu gì mà đề trôi tuột đi đâu hết thế không biết.,Thi cử kiểu gì mà đề trôi tuột đi đâu hết thế không biết.,northern,negative,synthetic,
"Cái quán này phục vụ như hạch, gọi mỏi cả cổ không thèm ra.","Cái quán này phục vụ chán lắm, gọi mỏi cả cổ không thèm ra.",northern,negative,synthetic,
"Đã nghèo còn mắc cái eo, đen đủi thế không biết nữa.","Đã nghèo còn mắc cái eo, đen đủi thế không biết nữa.",northern,negative,synthetic,
"Nhiều đứa cứ thích sân si chuyện nhà người ta, rảnh rỗi sinh nông nổi.","Nhiều đứa cứ thích sân si chuyện nhà người ta, rảnh rỗi sinh nông nổi.",northern,negative,synthetic,
Chưa thấy cái chợ nào mà đắt đỏ với chanh chua như cái chợ này.,Chưa thấy cái chợ nào mà đắt đỏ với chanh chua như cái chợ này.,northern,negative,synthetic,
"Thở ra toàn câu ngửi không nổi, đúng là hết thuốc chữa.","Nói ra toàn câu nghe không nổi, đúng là hết thuốc chữa.",northern,negative,synthetic,
"Cứ tưởng thế nào hóa ra cũng chỉ được cái mã bên ngoài, thất vọng tràn trề.","Cứ tưởng thế nào hóa ra cũng chỉ được cái mã bên ngoài, thất vọng tràn trề.",northern,negative,synthetic,
"Bực bội thật chứ, hẹn hò kiểu gì mà cao chạy xa bay.","Bực bội thật chứ, hẹn hò kiểu gì mà cao chạy xa bay.",northern,negative,synthetic,
Ghét cái thái độ coi trời vung đất thế không chịu được.,Ghét cái thái độ coi trời bằng vung thế không chịu được.,northern,negative,synthetic,
"Chán chả buồn nói, đói rã cả họng mà quán làm ăn như dở hơi.","Chán chẳng buồn nói, đói rã cả họng mà quán làm ăn như dở hơi.",northern,negative,synthetic,
"Đã nghèo còn mắc cái eo, vừa mất toi củ rưỡi tiền phạt nguội.","Đã nghèo lại gặp cái eo, vừa mất toi triệu rưỡi tiền phạt nguội.",northern,negative,synthetic,
"Đúng là cái giống giời đánh thánh vật, đi đứng kiểu gì mà đâm vào đít xe người ta rồi lủi mất.","Đúng là cái giống trời đánh thánh vật, đi đứng kiểu gì mà đâm vào đuôi xe người ta rồi chạy mất.",northern,negative,synthetic,
"Bực hết cả mình, hứa hẹn từ tuần trước mà giờ này vẫn chưa thấy tăm hơi đâu.","Bực hết cả mình, hứa hẹn từ tuần trước mà giờ này vẫn chưa thấy tăm hơi đâu.",northern,negative,synthetic,
"Hãm tài thật đấy, đang yên đang lành tự nhiên dở chứng đứt xích giữa đường.","Xui xẻo thật đấy, đang yên đang lành tự nhiên hỏng xe giữa đường.",northern,negative,synthetic,
"Thời tiết cái kiểu gì mà oi bức phát điên lên được, mồ hôi mẹ mồ hôi con cứ vã ra.","Thời tiết kiểu gì mà oi bức phát điên lên được, mồ hôi mẹ mồ hôi con cứ vã ra.",northern,negative,synthetic,
"Bày đặt vẽ vời hoa mỹ, làm ăn thì lôm côm chả ra cái thể thống gì cả.","Bày đặt vẽ vời hoa mỹ, làm ăn thì lôm côm chẳng ra cái thể thống gì cả.",northern,negative,synthetic,
Ghét cái thái độ lồi lõm bề trên ấy thế không biết được.,Ghét cái thái độ lồi lõm bề trên ấy thế không biết được.,northern,negative,synthetic,
"Khổ thân con giời, mua phải cái áo rởm mà nó cứ bai nhão ra trông đến chán.","Khổ thân bạn trẻ, mua phải cái áo giả mà nó cứ bai nhão ra trông đến chán.",northern,negative,synthetic,
"Phát bực với cái bọn dở hơi biết bơi này, gọi điện toàn thuê bao.","Phát bực với cái bọn dở hơi này, gọi điện toàn thuê bao.",northern,negative,synthetic,
Làm ăn tắc trách thế này thì có ngày mất khách lúc nào không hay.,Làm ăn tắc trách thế này thì có ngày mất khách lúc nào không hay.,northern,negative,synthetic,
"Nản thủ thế nhở, ôn thi cả tháng trời mà vào đề tủ lệch pha hoàn toàn.","Nản thật đấy nhỉ, ôn thi cả tháng trời mà vào đề tủ lệch pha hoàn toàn.",northern,negative,synthetic,
"Nói tai nọ xọ tai kia, bảo sao cứ cãi nhau suốt ngày không ngóc đầu lên được.","Nói tai nọ xọ tai kia, bảo sao cứ cãi nhau suốt ngày không khá lên được.",northern,negative,synthetic,
"Cái nết ăn nói vô duyên hết phần thiên hạ, nghe ngứa cả tai.","Cái nết ăn nói vô duyên hết phần thiên hạ, nghe ngứa cả tai.",northern,negative,synthetic,
Sống ơn huệ kiểu gì mà để người ta mắng cho vào mặt vẫn chưa sáng mắt ra à?,Sống ơn huệ kiểu gì mà để người ta mắng cho vào mặt vẫn chưa sáng mắt ra à?,northern,negative,synthetic,
"Chán chả buồn chấp, loại đấy chỉ giỏi cái mồm điêu ngoa.","Chán chẳng buồn chấp, loại đấy chỉ giỏi cái mồm điêu ngoa.",northern,negative,synthetic,
"Bao nhiêu việc đọng lại mà cứ nhơn nhơn cái mặt ra được, tức ách xì hơi.","Bao nhiêu việc đọng lại mà cứ nhơn nhơn cái mặt ra được, tức điên người.",northern,negative,synthetic,
"Cái xe vừa mới sửa xong hôm qua, nay lại lăn đơ ra đấy, tốn tiền như nước.","Cái xe vừa mới sửa xong hôm qua, nay lại hỏng tiếp, tốn tiền như nước.",northern,negative,synthetic,
"Thôi lượn cho nước nó trong, dây vào mấy thể loại này chỉ có chuốc bực vào người.","Thôi đi chỗ khác cho lành, dây vào mấy thể loại này chỉ có chuốc bực vào người.",northern,negative,synthetic,
"Đã dốt đặc cán mai lại còn hay ra vẻ ta đây thông thái, phát bực.","Đã dốt đặc cán mai lại còn hay ra vẻ ta đây thông thái, phát bực.",northern,negative,synthetic,
Thời tiết cái kiểu gì dở chứng ẩm ương làm tao oải hết cả người.,Thời tiết cái kiểu gì dở chứng ẩm ương làm tao mệt mỏi hết cả người.,northern,negative,synthetic,
"Mua cái áo đắt giật mình mà về giặt xong bai nhão ra, phí cả tiền.","Mua cái áo đắt giật mình mà về giặt xong bai nhão ra, phí cả tiền.",northern,negative,synthetic,
Đi đường gặp mấy ông phóng nhanh vượt ẩu đâm chán chẳng buồn chấp.,Đi đường gặp mấy ông phóng nhanh vượt ẩu phát chán chẳng buồn chấp.,northern,negative,synthetic,
"Hôm nay xui tận mạng, vừa ra khỏi ngõ thì dính ngay trận mưa to.","Hôm nay xui tận mạng, vừa ra khỏi ngõ thì dính ngay trận mưa to.",northern,negative,synthetic,
"Cái quán này phục vụ chán thế, gọi từ đời thuở nào mà mãi chưa mang ra.","Cái quán này phục vụ chán thế, gọi từ đời thuở nào mà mãi chưa mang ra.",northern,negative,synthetic,
"Nói mãi mà cái tụi này cứ trơ cái mặt ra, bực hết cả mình.","Nói mãi mà cái bọn này cứ trơ cái mặt ra, bực hết cả mình.",northern,negative,synthetic,
Làm ăn tắc trách kiểu này thì có ngày dẹp tiệm chứ sớm sủa gì tầm này.,Làm ăn tắc trách kiểu này thì có ngày dẹp tiệm chứ sớm sủa gì tầm này.,northern,negative,synthetic,
Xem tức anh ách mà chẳng làm gì được bọn vô ý thức đấy cả.,Xem tức anh ách mà chẳng làm gì được bọn vô ý thức đấy cả.,northern,negative,synthetic,
"Đúng là đen đủi hết phần thiên hạ, vừa mất ví xong lại hỏng xe.","Đúng là đen đủi hết phần thiên hạ, vừa mất ví xong lại hỏng xe.",northern,negative,synthetic,
Cả đống việc ngập đầu mà cứ nhẫn nha thế này thì bao giờ mới xong hả giời.,Cả đống việc ngập đầu mà cứ lững thững thế này thì bao giờ mới xong hả giời.,northern,negative,synthetic,
Nghe cái giọng điệu khó ưa đấy là chỉ muốn tát cho phát.,Nghe cái giọng điệu khó ưa đấy là chỉ muốn tát cho một phát.,northern,negative,synthetic,
"Đã nghèo còn mắc cái eo, vừa dồn tiền sửa nhà thì đổ bệnh.","Đã nghèo còn mắc cái eo, vừa dồn tiền sửa nhà thì đổ bệnh.",northern,negative,synthetic,
"Thôi bỏ đi, chấp làm gì mấy kẻ tiểu nhân đấy cho bẩn tay.","Thôi bỏ đi, chấp làm gì mấy kẻ tiểu nhân đấy cho bẩn tay.",northern,negative,synthetic,
Mệt mỏi với mấy ông bà hàng xóm tối ngày cứ săm soi chuyện nhà người khác.,Mệt mỏi với mấy ông bà hàng xóm tối ngày cứ săm soi chuyện nhà người khác.,northern,negative,synthetic,
"Hứa hẹn cho cố vào rồi lúc nào cũng cao chạy xa bay, mất uy tín thật.","Hứa hẹn cho cố vào rồi lúc nào cũng cao chạy xa bay, mất uy tín thật.",northern,negative,synthetic,
"Bỏ ra bao nhiêu tiền mua cục tức vào người, chả bõ bèn gì.","Bỏ ra bao nhiêu tiền mua cục tức vào người, chẳng bõ bèn gì.",northern,negative,synthetic,
Cái thói lươn lẹo ấy bỏ đi được ngày nào hay ngày đấy.,Cái thói lươn lẹo ấy bỏ đi được ngày nào hay ngày đấy.,northern,negative,synthetic,
Đúng là phí phạm thời gian vàng ngọc ngồi nghe mấy chuyện nhảm nhí.,Đúng là phí phạm thời gian vàng ngọc ngồi nghe mấy chuyện nhảm nhí.,northern,negative,synthetic,
