dialect,standard,region,sentiment,source,source_split
"mai mốt đeo kính vô , mình cận mắc công nói nhìn đểu.","sau này mang kính vào , mình cận kẻo nói nhìn đểu.",southern,,vidia2std,train
Tập xe bằng xe này họa mi tê liên tục.,Tập xe bằng xe này họa mày tê liên tục.,central,,vidia2std,train
mưa chịu khó quẹo vô một khúc cho đỡ chứ không về thúi khỏi bàn,mưa chịu khó rẽ vào một đoạn cho đỡ chứ không về thối khủng khiếp,southern,,vidia2std,train
Coi thường tánh mạng của chính con ruột,Xem thường tính mạng của chính con ruột,southern,,vidia2std,train
"tui bên đây nè, ngó qua là thấy","tôi bên đây này, nhìn qua là thấy",southern,,vidia2std,train
vô lệ thuỷ chơ đồng hới nói mần chi!,Vô lệ thuỷ chứ đồng hới nói làm gì!,central,,vidia2std,train
"hộn có lẹ, chửi mạ cậu luôn rứa.","Hỗn quá, chửi mẹ cậu luôn vậy.",central,,vidia2std,train
Năm ni làm chi có tiền mà đi chợ Tết.,Năm nay làm gì có tiền mà đi chợ Tết,central,,vidia2std,train
hằng kiểm bữa chừ được mấy chục củ vụ ni rồi.,Hằng kiếm bữa giờ được mấy chục củ vụ này rồi,central,,vidia2std,train
Đen a rứa mà bạn vẫn nhận ra tui hông à.,Đen như thế mà bạn vẫn nhận ra tôi à.,central,,vidia2std,train
Bạn lên Tây Thành bứt cỏ hè?,Bạn lên Tây Thành bứt cỏ nhỉ?,central,,vidia2std,train
"Ở mô đó, mà nỏ chộ rủ hầy?","Ở đâu đó, mà không thấy rủ nhỉ?",central,,vidia2std,train
Hổm rày không thấy bạn mua ốc ăn vậy nè,Hôm trước giờ không thấy bạn mua ốc ăn vậy nhỉ,southern,,vidia2std,train
Năm mô về cũng ăn đỡ sèm.,Năm nào về cũng ăn đỡ thèm.,central,,vidia2std,train
"anh em khu phố 9 quá đỉnh. Đức Quyềnn về ngủ đi, mạ chờ cửa.","anh em khu phố 9 quá đỉnh. Đức Quyền về ngủ đi, mẹ chờ cửa",central,,vidia2std,train
Mần cả Đông Hà tết ni gặp chắc cười haha hết.,Làm cả Đông Hà tết này gặp chắc cười haha hết,central,,vidia2std,train
"""Đạ ước rứa răng không đặt cao học cho cao luôn, lại ước cao đẳng mần chi cho uổng hề.""","Đã ước thì sao không đặt cao học cho cao luôn, lại ước cao đẳng làm gì cho phí nhỉ.",central,,vidia2std,train
"Chắc dân miền biển nhà bay biết cá ni, dân miền rừng nhà choa không biết.","Chỉ dân miền biển nhà mày biết cá này, dân miền rừng nhà bọn tao không biết.",central,,vidia2std,train
"dìa rầu mà chưa được nghỉ, còn ngồi cạy hột đào nè sư phụ.","về rồi mà chưa được nghỉ, còn ngồi cạy hạt đào đây này sư phụ.",southern,,vidia2std,train
Chỗ ni ưng hầy?,Chỗ này nhìn thích nhỉ.,central,,vidia2std,train
Đường dìa nhà ba má tui nè,Đường về nhà bố mẹ tôi này,southern,,vidia2std,train
"""Sao mà chị khó tính rứa hè?""",Sao mà chị khó tính vậy nhỉ,central,,vidia2std,train
Ốc bu vàng ruộng tui nhóc.,Ốc bu vàng ở ruộng tôi có đầy.,southern,,vidia2std,train
Lướt cấy mô cụng chộ mi,Lướt cái nào cũng thấy mày,central,,vidia2std,train
Nhân viên cửa sổ cửa đồ kiểm tra đàng hoàng đi. Quả ni hấn liếm hết đó.,Nói nhân viên cửa sổ cửa đồ thì kiểm tra đàng hoàng đi. Quả này bão quét hết đấy.,central,,vidia2std,train
nắng troạng trốc chờ bạo mô?,nắng choáng đầu luôn chứ bão đâu,central,,vidia2std,train
"nó bảo: không có xìa, chỉ có cù dìa thôi.","nó bảo: không có thìa, chỉ có cù dìa thôi.",northern,,vidia2std,train
Nói đúng nghe! Em gái An Giang nè!,Nói đúng nhé! Em là gái An Giang này!,southern,,vidia2std,train
"đi hè, đừng cho mụ thương đi","đi nhé, đừng cho bà Thương đi",central,,vidia2std,train
cấy tướng ni thì giống eng hơn,cái tướng này thì giống anh hơn,central,,vidia2std,train
"em còn rờ hơn rứa nữa, mần răng được đây anh.","em còn chậm hơn hắn nữa, làm sao được đây anh",central,,vidia2std,train
ráng làm kiếm tiền ăn tết nè anh 2,cố làm kiếm tiền ăn tết này anh 2,southern,,vidia2std,train
Quân ni to cả mà nhởi nhớp ri bây.,Mấy đứa này lớn rồi mà chơi bẩn thế này chúng mày.,central,,vidia2std,train
ít năm nựa mẹ Trinh cụng được lên tường hẻ?,ít năm nữa mẹ Trinh cũng được lên tường nhỉ?,central,,vidia2std,train
"Đầu ni không phải em cắt mô, khách em toàn người đàng hoàng thôi","Đầu này không phải em cắt đâu, khách em toàn người đàng hoàng thôi",central,,vidia2std,train
"Quê choa hấn rứa, thương đồng bào lắm.",Quê tôi nó vậy thương đồng bào lắm,central,,vidia2std,train
Bà nào không tin thì cứ mạnh dạn chạy ra ngoải coi xuồng,Bà nào không tin thì cứ mạnh dạn chạy ra ngoài ấy xem xuồng,southern,,vidia2std,train
"Diễn Châu mần chì có thịt chuột, hầy anh em?",Diễn Châu làm gì có thịt chuột nhỉ anh em.,central,,vidia2std,train
"Úi giời, không phát nào trượt!","Úi trời, không phát nào trượt!",northern,,vidia2std,train
"""Uống với bạn răng đấm bạn rứa Nghị ơi là Nghị. Đề nghị cho Nghị đi nghỉ mát.""",Uống với bạn sao đấm bạn vậy Nghị ơi là Nghị. Đề nghị cho Nghị đi nghỉ mát.,central,,vidia2std,train
Khoe ảnh nước vô nhà o coi mồ?,Khoe ảnh nước vào nhà cô xem nào?,central,,vidia2std,train
Biến mô mà không chộ họ.,Biến nào mà không thấy họ,central,,vidia2std,train
"""Bạn nghị là đi đàng dạ dày là mau nhít.""",Bạn nghĩ đi đường dạ dạy là nhanh nhất.,central,,vidia2std,train
uống này đặng có may mắn đi nè ha,uống cái này để có may mắn đi này nhé,southern,,vidia2std,train
"Chị chuẩn bị dừ chơ chi, chị.","Chị chuẩn bị bây giờ chứ, phải không chị.",central,,vidia2std,train
Trông đọi nác mắm trong là thấy uy tín rồi.,Trông chén nước mắm trong là thấy uy tín rồi.,central,,vidia2std,train
Năm ni ăn Tết ở mô?,Năm nay ăn Tết ở đâu.,central,,vidia2std,train
Béng ni ngon mà.,Bánh này ngon mà.,central,,vidia2std,train
Dạ công an chặn nơi cầu bơ con vô mần méng cafe tí đạ.,Dạ công an chặn ở cầu nên con vào làm miếng cafe tí đã.,central,,vidia2std,train
Ổng về bển ổng đồn Sóc Trăng bán ổ bánh mì 100 đô.,Ông ấy về bên đấy ông ấy đồn Sóc Trăng bán một ổ bánh mì 100 đô.,southern,,vidia2std,train
"Vơ, nhìn thôi cụng nóng rọt nóng gan rồi. Thương miền Bắc, mong đừng có thiệt hại về người.","Ôi, nhìn thôi cũng thấy nóng ruột nóng gan rồi. Thương miền Bắc, mong đừng có thiệt hại về người.",central,,vidia2std,train
Mần răng liên hệ xin đi mần được hè?,Làm sao liên hệ xin đi làm được nhỉ?,central,,vidia2std,train
nước cơm chan với kho quẹt hay thịt kho tiêu thì cũng nhứt cái nách à nghe,nước cơm chan với kho quẹt hay thịt kho tiêu thì cũng tuyệt vời đấy nhé,southern,,vidia2std,train
"Quê choa có loại đặc sản trấn mấn, ai cần choa síp tận nhà.","Quê tôi có loại đặc sản Trấn Mấn, ai cần tôi giao hàng tận nhà",central,,vidia2std,train
"ngon mà, ăn bị ghiền luôn á","ngon mà, ăn bị nghiện luôn đấy",southern,,vidia2std,train
Rủ chắc mà đi đi,Rủ nhau mà đi đi,northern,,vidia2std,train
Bơ bạn mi nói răng?,Rồi bạn mày nói sao?,central,,vidia2std,train
May không đi dịp ni hè? Tội thật.,May không đi dịp này nhỉ. Tội thật.,central,,vidia2std,train
"Phóng điện từ sáng tới 5 giờ chiều, có mưa hột mô mô.","Phóng điện từ sáng tới 5 giờ chiều, có thấy mưa hạt nào đâu.",central,,vidia2std,train
nữa về đây chơi nha.,hôm nào về đây chơi nhé.,southern,,vidia2std,train
Qua bển làm dịch vụ chích điện rồi về người đẹp ơi.,Qua bên đấy làm dịch vụ chích điện rồi về người đẹp ơi.,southern,,vidia2std,train
"Ôi huốt rồi, chạy huốt nhà em rồi.","Ôi quá rồi, chạy quá nhà em rồi.",southern,,vidia2std,train
Câu ở Chiến Diệp cho nhanh cụ à. Chơ nắng ri không trụ nổi.,Câu ở Chiến Diệp cho nhanh bạn à. Chứ nắng như này không trụ nổi.,central,,vidia2std,train
Gưn hay ngái không quan trọng. Quan trọng là chi hè? Là em ở mô?,Gần hay xa không quan trọng. Quan trọng là gì nhỉ? Là em ở đâu?,central,,vidia2std,train
"Thầy, lần ni a răng thầy? Truột chạc không?","Thầy, lần này ra sao thầy? Có toang không?",central,,vidia2std,train
"mình về chung đường nè, bữa nào nhậu hén","mình về chung đường này, bữa nào nhậu nhé",southern,,vidia2std,train
Đài ni Đài chi rứa bây?,Đài này Đài gì vậy chúng mày?,central,,vidia2std,train
"Đồ mách lẻo, mình không vượt được, chớ vượt được cũng méc.","Đồ mách lẻo, mình không vượt được, chứ vượt được cũng mách.",southern,,vidia2std,train
Bạn mi có người yêu chưa? Cầu hồn kiểu ni đi.,Bạn của mày có người yêu chưa? Cầu hôn kiểu này đi.,central,,vidia2std,train
Bà chủ shop ni thì uy tín chất lượng luôn. Túi đựng cũng đẹp.,Bà chủ cửa hàng này thì uy tín chất lượng luôn. Túi đựng cũng đẹp.,central,,vidia2std,train
Mấy eng ngồi côi xe đạp cho hung. Cái đường được chút mà 2 cái xe đại chang vượt chắc xe máy nỏ biết né chỗ mô luôn á.,Mấy anh ngồi trên xe đạp cho lắm. Cái đường được một chút mà 2 cái xe to khủng khiếp vượt chắc xe máy không biết tránh chỗ nào luôn đấy.,central,,vidia2std,train
"cũng đàng hoàng lịch sự đấy, nhẫn đồng hồ đồ hè?","cũng đàng hoàng lịch sự đấy, nhẫn đồng hồ đồ nhỉ",central,,vidia2std,train
Giới trẻ bựa ni không biết hắn suy nghĩ kiểu chi bay nà?,Giới trẻ bữa nay không biết nó suy nghĩ kiểu gì bây nhỉ,central,,vidia2std,train
Mới nửa tháng 9 mà. Còn ngái.,Mới nửa tháng 9 mà. Còn xa.,central,,vidia2std,train
Khi nớ không có răng mà ăn cu đơ.,Khi đó không có răng mà ăn kẹo cu đơ,central,,vidia2std,train
Bựa ni sọi gấy hầy!,Bữa nay xinh gái nhỉ!,central,,vidia2std,train
để em kiếm coi quán này chỗ nào,để em tìm xem quán này chỗ nào,southern,,vidia2std,train
Mặt gì bành ki dậy?,Mặt gì mà to khủng khiếp vậy?,southern,,vidia2std,train
không Cầu bô bản làm chi có trồng sắn? Bên đều là quán nhậu không?,Không Cầu bô bản làm gì có trồng sắn? Bên đều là quán nhậu không?,central,,vidia2std,train
báo đăng suốt không biết đến khi mô bạn hè?,báo đăng suốt không biết đến khi nào bạn nhỉ,central,,vidia2std,train
"gẫy kìa bác ơi, này mới phải mất tiền đi nhổ bác nhé.","gãy kìa bác ơi, này mới phải mất tiền đi nhổ bác nhé.",northern,,vidia2std,train
"Kiểu chi cụng có, em có một xuất đặc biệt thổi sáo cho anh.","Kiểu gì cũng có, em có một suất đặc biệt thối sáo cho anh.",central,,vidia2std,train
tạm dừng việc đẻ. Đi kiếm tiền đã o hè?,Tạm dừng việc đẻ. Đi kiếm tiền đã cô nhỉ.,central,,vidia2std,train
nói rứa thôi chơ đem cho Dũng Lương cưa vì hắn đang cực.,nói vậy thôi chứ đem cho Dũng Lương cưa vì nó đang cực,central,,vidia2std,train
Tội cái là còn bị lừa mất 34 củ nữa chơ. Mạ cha bọn lừa đảo.,Tội cái là còn bị lừa mất 34 triệu nữa chứ. Mẹ cha bọn lừa đảo.,central,,vidia2std,train
Hồi nớ là tay lái lụa.,Hồi đó là tay lái lụa.,central,,vidia2std,train
mô tơi nỗi thèm cỡ ni anh?,làm gì tới nỗi thèm cỡ này anh,central,,vidia2std,train
Đến Nha Trang thì ghé chợ Đầm làm tô bún cá Ninh Hòa.,Đến Nha Trang thì ghé chợ Đầm ăn một bát bún cá Ninh Hòa.,southern,,vidia2std,train
lạo ơi chừ cho vài cục mà chắm đuốc hè?,Ông ơi giờ cho vài cục mà châm đuốc nhé?,central,,vidia2std,train
nữa về đi chồng ơi!,hôm nào về đi chồng ơi!,southern,,vidia2std,train
thế thì cuối năm ni mần con ô tô bấm cho bỏ ghét anh ạ.,Thế thì cuối năm này làm con ô tô bấm cho bỏ ghét anh ạ.,central,,vidia2std,train
"Lì có lẹ, mô cũng thấy cảnh báo mà rứa đó.","Lì thôi rồi, đâu cũng thấy cảnh báo mà như thế đấy.",central,,vidia2std,train
"Mùng một chạy dìa mới được, thích quá trời luôn.","Mồng một chạy về mới được, thích quá trời luôn.",southern,,vidia2std,train
Ê có ai như tao không đọc xong chả hiểu mô tê gì?,Ê có ai như tôi không đọc xong không hiểu gì hết?,central,,vidia2std,train
Lúc này chưa bể hụi nè,Lúc này chưa vỡ hụi đây này,southern,,vidia2std,train
Nẫu thì dìa còn tui thì một đẩu nữa đi nè.,Người ta thì về còn tôi thì một đấu nữa đi đây này.,southern,,vidia2std,train
Ai biểu gởi zalo chi,Ai bảo gửi zalo làm gì,southern,,vidia2std,train
Mặc rứa mà vẹ không lạnh?,Mặc vậy mà bảo không lạnh?,central,,vidia2std,train
lỡ mà có bồ đừng cãi lộn với nó nha chèn.,lỡ mà có người yêu đừng cãi nhau với nó nhé trời.,southern,,vidia2std,train
"Ẩu hè, chỗ ni mô mà lạ hè?","Ẩu nhỉ, chỗ này có gì mà lạ nhỉ",central,,vidia2std,train
"Lịch sự đó chơ, mai tới trả tiền, làm chi căng","Lịch sự đấy chứ, mai tới trả tiền, làm gì căng.",central,,vidia2std,train
Đi đẻ thời mệ tui đi đẻ tui.,Đi đẻ thời mẹ tui đi đẻ tui.,central,,vidia2std,train
Răng không thấy vợ chồng ả hầy?,Sao không thấy vợ chồng chị nhỉ?,central,,vidia2std,train
cũng thèm bia thiệt á chớ.,cũng thèm bia thật đấy chứ.,southern,,vidia2std,train
Câu đầu đúng câu sau nghe ngồ ngộ nè.,Câu đầu đúng câu sau nghe là lạ này.,southern,,vidia2std,train
Quán ni lộ mô đây bạn?,Quán này ở chỗ nào đây bạn?,central,,vidia2std,train
Có bông ăn là ngon rầu nha bạn,Có hoa ăn là ngon rồi nhé bạn,southern,,vidia2std,train
Xây 2 nhà để giận chắc là chia ra đứa nhà.,Xây 2 nhà để giận nhau là chia ra mỗi đứa một nhà.,central,,vidia2std,train
Hông chua là hông chịu nha,Không chua là không chịu nhé,southern,,vidia2std,train
Ruôn như vầy là đúng.,Rót như vầy là đúng.,northern,,vidia2std,train
Chỉ nghe nói thâu chớ hông có thiệt đâu.,Chỉ nghe nói thôi chứ không có thật đâu.,southern,,vidia2std,train
Ai chơi chi lạ rứa hè?,Ai chơi gì lạ vậy nhỉ?,central,,vidia2std,train
"răng mà thương rứa hi, vụ này vụ khác.","sao mà thương vậy nhỉ, hết vụ này đến vụ khác",central,,vidia2std,train
giả bộ nói thử có cùng suy nghĩ không chớ,giả vờ nói thử có cùng suy nghĩ không chứ,southern,,vidia2std,train
"Chờ tôi 15 ngày nữa nhé, tôi về với thầy u.","Chờ tôi 15 ngày nữa nhé, tôi về với bố mẹ.",northern,,vidia2std,train
Chuẩn bị dìa quơ mà nghe rầu quá.,Chuẩn bị về quê mà nghe buồn quá,southern,,vidia2std,train
"eng cũng rứa, ăn chơi cho khoẻ, đợ đau trốc.","anh cũng vậy, ăn chơi cho khoẻ, đỡ đau đầu",central,,vidia2std,train
chỉ có mi kẹo kéo không mời thôi chơ,chỉ có mày keo kiệt không mời thôi chứ,central,,vidia2std,train
mày mần răng chơ mới uống có tí chạy hết ròi.,Mày làm sao chứ mới uống có tí chạy hết rồi.,central,,vidia2std,train
Khi im lặng lâu là quẹt khu mi luôn rồi đó.,Khi im lặng lâu là không cần mày luôn rồi đó.,central,,vidia2std,train
Bả vội mà bả giàu á bây.,Bà ấy vội mà bà ấy giàu đấy chúng mày.,southern,,vidia2std,train
Chưa bao giờ nghị sẽ có lúc bản thân ghét Sài Gòn đến như ri.,Chưa bao giờ nghĩ sẽ có lúc bản thân ghét Sài Gòn đến như thế này.,central,,vidia2std,train
Dưới ni không mưa. Nóng mồ hôi hột đây.,Dưới này không mưa. Nóng mồ hôi hột đây.,central,,vidia2std,train
ổng nói ai thèm chơi với tụi bây nữa đâu mà nghỉ,ông ấy nói ai thèm chơi với chúng mày nữa đâu mà nghỉ,southern,,vidia2std,train
Ui cha mạ ơi. Cùng tê mà sao tui khổ ri bây,Ui cha mẹ ơi. Cùng tên này mà sao tôi khổ thế này chúng mày,central,,vidia2std,train
Cũng tính coi Miss Universe mà bựa chừ mắc thi giữa kì bơ coi chắc Miss International thôi,Cũng tính xem Miss Universe mà bữa giờ bận thi giữa kì nên xem mỗi Miss International thôi,central,,vidia2std,train
Có dìa nhà không chớ tui thấy mưa to rồi đó!,Có về nhà không chứ tôi thấy mưa to rồi đấy!,southern,,vidia2std,train
Làm ri tiền để mô cho hết rứa?,Làm thế này tiền để đâu cho hết vậy?,central,,vidia2std,train
Không lấy cúp khung mần ngài.,Không lấy cúp không làm người.,central,,vidia2std,train
rồi 15 độ dậy đi nựa tề.,rồi 15 độ dậy đi nữa kìa.,central,,vidia2std,train
"kì ta, coi trên đây nó khác vậy nè.","kì nhỉ, xem trên đây nó khác vậy này.",southern,,vidia2std,train
Anh ơi đá cái tó lên,Anh ơi đá cái chống xe lên,southern,,vidia2std,train
Bác quên nhà em a răng rồi à? Như kiểu công viên. Cần chi đi mô.,Bác quên nhà em như thế nào rồi à? Như kiểu công viên. Cần gì đi đâu.,central,,vidia2std,train
Lút úp luôn cái rọng rồi.,Lút úp luôn cái ruộng rồi.,central,,vidia2std,train
Đúng hè. Rứa ai được vé về cân nhắc.,Đúng nhỉ. Thế ai được vé về cân nhắc.,central,,vidia2std,train
nữa về chị em mình đi.,hôm nào về chị em mình đi.,southern,,vidia2std,train
Răng rồi mồ?,Sao rồi?,central,,vidia2std,train
Chớ Quy Nhơn hông được hay sao mà cọp với hổ,Chứ Quy Nhơn không được hay sao mà cọp với hổ,southern,,vidia2std,train
"Họ bắt ở mô á, chớ nhà em chưa chộ con mô.","Họ bắt ở đâu ấy, chứ nhà em chưa thấy con nào.",central,,vidia2std,train
nhà tui cách đây 11 năm trước đám giỗ có lần ngủ tới ngoài hàng ba luôn.,nhà tôi cách đây 11 năm trước đám giỗ có lần ngủ tới sân trước nhà luôn.,southern,,vidia2std,train
Khe ni cũng rứa.,Khe này cũng vậy.,central,,vidia2std,train
Răng ri Phương Nguyễn hè?,Sao thế Phương Nguyễn nhỉ,central,,vidia2std,train
"Nhà anh ni ở mô hầy, để đưa sách vở đến.","Nhà anh này ở đâu nhỉ, để đưa sách vở đến.",central,,vidia2std,train
"""Bứt đi chơ để chín hấn rụng trửa trốc trửa mặt troạng ra.""",Hái đi chứ để chín nó rụng rớt giữa đầu giữa mặt bị thương đó.,central,,vidia2std,train
"Nhanh lên, về mần cốc nác chè.","Nhanh lên, về làm cốc nước chè",central,,vidia2std,train
Răng mà cấy chi chi cũng biết hè?,Sao mà cái gì cũng biết nhỉ?,central,,vidia2std,train
Lãng mạn rứa rồi chi nữa.,Lãng mạn vậy rồi còn gì nữa.,central,,vidia2std,train
Tuấn Khang bựa ni răng mà đẹp rứa hè?,Tuấn Khang bữa nay sao mà đẹp thế nhỉ.,central,,vidia2std,train
Răng app nỏ ra cái dịch vụ ni sớm sớm tề?,Sao bên ứng dụng không ra cái dịch vụ này sớm sớm nhỉ.,central,,vidia2std,train
Nhà nghèo xin chào các bạn nhà giầu nha.,Nhà nghèo xin chào các bạn nhà giàu nha.,northern,,vidia2std,train
"người ta 2, 3 nhà lận nên hông sao","người ta có tận 2, 3 nhà cơ nên không sao",southern,,vidia2std,train
"kệ á anh, em nói rứa chơ xóm làng họ không báo thôi mình nhúng vô làm chi?","kệ ấy anh, em nói vậy chứ xóm làng họ không báo thôi mình nhúng vô làm gì?",central,,vidia2std,train
"Vứt mô rứa để em qua lụm, em Phương luôn đây.","Vứt ở đâu vậy để em qua nhặt, em Phương luôn đây",central,,vidia2std,train
Lộ mô ri O?,Chỗ nào thế này cô?,central,,vidia2std,train
ngon lắm mà mì gói chứ hông phải mì tươi như bển.,ngon lắm mà mì gói chứ không phải mì tươi như bên đấy.,southern,,vidia2std,train
có ai chết mô mà mô phật o.,có ai chết đâu mà Mô Phật cô.,central,,vidia2std,train
hổm thấy chụp hình với ai nè phải hôn?,hôm trước thấy chụp ảnh với ai đây này phải không.,southern,,vidia2std,train
Thì kệ thôi. Chơ biết răng nựa.,Thì kệ thôi. Chứ biết sao nữa.,central,,vidia2std,train
Chị mô rứa bạn?,Chị nào vậy bạn?,central,,vidia2std,train
Con ni là con tắn chơ bé na mô?,Con này là con rắn chứ bé Na đâu,central,,vidia2std,train
Ở xã mô mà đẹp rứa.,Ở xã nào mà đẹp vậy,central,,vidia2std,train
Rủ cấy khác dệ hơn được không?,Rủ cái khác dễ hơn được không?,central,,vidia2std,train
Mai mốt về thêm lần nữa,Hôm nào về thêm một lần nữa,southern,,vidia2std,train
sinh viên năm 3 ni thì răng.,Sinh viên năm 3 này thì sao.,central,,vidia2std,train
"phũ phàng rứa, không lấy thì cho em chơ.","Phũ phàng vậy, không lấy thì cho em chứ",central,,vidia2std,train
nữa về dắt tham quan nè.,hôm nào về dắt tham quan này.,southern,,vidia2std,train
Ngoài nớ mưa to chơ trong anh không thấy gì.,Ngoài đó mưa to chứ trong anh không thấy gì.,central,,vidia2std,train
Vô đây miền trung luôn chào đón mấy cấy bão ni cơm cháo chi.,Vô đây miền trung luôn chào đón mấy cái bão này cơm cháo gì,central,,vidia2std,train
Gần đến Hải Phòng tui đây rồi chèn. Có khi mô tui bay về Nghệ An không?,Gần đến Hải Phòng tôi đây rồi này. Có khi nào tôi bay về Nghệ An không?,central,,vidia2std,train
"Nhà choa ngày xưa nó hốt cả nhà, may không bốc cho choa đi nốt tề.","Nhà tôi ngày xưa nó hốt cả nhà, may không bốc cho tôi đi nốt kìa.",central,,vidia2std,train
Trời ơi! Tuổi thơ của tui. Giờ không muối được món này mới đau chứ lị!,Trời ơi! Tuổi thơ của tui. Giờ không muối được món này mới đau chứ!,northern,,vidia2std,train
Em cò muốn về mần du Hà Tịnh không?,Em có muốn về làm dâu Hà Tĩnh không?,central,,vidia2std,train
Mai mốt lại đăng lên tìm chú rể,Hôm nào lại đăng lên tìm chú rể,southern,,vidia2std,train
"quan trọng là chất lượng cuộc sống, chơ có đi làm mô mà lương em.",quan trọng là chất lượng cuộc sống chứ có đi làm đâu mà có lương em,central,,vidia2std,train
"Cũng mua vé như ai, rứa mà say sóng nằm như ri đây","Cũng mua vé như ai, vậy mà say sóng nằm như thế này đây",central,,vidia2std,train
không mượn lão!? Bu tôi đạp xe ra đón rồi.,không mượn lão!? Mẹ tôi đạp xe ra đón rồi.,northern,,vidia2std,train
Cho tau leo lên trốc được không?,Cho tao leo lên đầu được không?,central,,vidia2std,train
kiếm bộ áo dài đi ôn lại kỷ niệm học trò chớ,tìm bộ áo dài đi ôn lại kỷ niệm học trò chứ,southern,,vidia2std,train
Thì nẫu muốn thì nẫu dìa đi. Chứ nói gì hé,Thì bạn muốn thì bạn về đi. Chứ nói gì nhỉ,southern,,vidia2std,train
"linh ni bựa ni được đó, linh ta mô rồi hầy?","linh này hôm nay được đấy, linh tao đâu rồi nhỉ?",central,,vidia2std,train
"""Chờ mại mà nó chộ mô.""",Chờ mãi mà không thấy đâu.,central,,vidia2std,train
"Nhất ngài Hà Tĩnh rồi, Hà Tĩnh quê choa mãi đỉnh.","Nhất người Hà Tĩnh rồi, Hà Tĩnh quê tôi mãi đỉnh.",central,,vidia2std,train
kêu eng cà rốt ăn mừng chơ chi không tăng lương.,kêu anh Cà Rốt ăn mừng chứ gì không tăng lương,central,,vidia2std,train
bạn nớ khi mô về Huế mà đòi nhắc.,bạn đó khi nào về Huế mà đòi nhắc,central,,vidia2std,train
Thiệt hôn để tui đem đi định giá!,Thật không để tôi mang đi định giá!,southern,,vidia2std,train
Tag hắn vô chơ mi hầy?,Tag nó vào chứ mày nhỉ?,central,,vidia2std,train
Mình nỏ thích kim cương. Thì nên nói chồng mua chi hầy?,Mình không thích kim cương thì nên nói chồng mua gì nhỉ.,central,,vidia2std,train
Không biết đàng mà về nữa.,Không biết đường mà về nữa.,central,,vidia2std,train
"thấy có vẻ ngon, mốt về thử nha","thấy có vẻ ngon, hôm nào về thử nhé",southern,,vidia2std,train
Ai lột con tôm nhìn rầu thiệt chớ!,Ai lột con tôm nhìn rầu thật chứ!,southern,,vidia2std,train
To trốc rồi mà còn giật giật.,To đầu rồi mà còn giật giật.,central,,vidia2std,train
Được rứa còn chi bằng.,Được thế thì còn gì bằng.,central,,vidia2std,train
"Chỗ ni chưa đi luôn, khi nào đi bữa hè?","Chỗ này chưa đi luôn, khi nào đi thử một bữa nhỉ.",central,,vidia2std,train
Bạn qua làm ly đi.,Bạn qua uống một ly đi.,southern,,vidia2std,train
"Thằng mô em, thằng mô anh.","Thằng nào là em, thằng nào là anh",central,,vidia2std,train
ngon hông? Tất niên mua về uống thử,ngon không? Tất niên mua về uống thử,southern,,vidia2std,train
"triển thôi, mới chộ xong rọ nác méng.","triển thôi, mới thấy xong rỏ nước miếng.",central,,vidia2std,train
Có lẹ đi bựa mô về là có thông báo phạt nguội khi á cụng nên.,Có lẽ đi bữa nào về là có thông báo phạt nguội khi đấy cũng nên.,central,,vidia2std,train
"""Làm chi để hắn tức giận ghê rứa.""",Làm gì để nó tức giận ghê vậy.,central,,vidia2std,train
Mấy món này hơi bị hao cơm đó nghen.,Mấy món này hơi bị hao cơm đấy nhé.,southern,,vidia2std,train
Họ bày cho chi nữa hay là mần máy xúc.,Họ chỉ bảo cho gì nữa hay làm bằng máy xúc.,central,,vidia2std,train
đúng luôn chị ơi! Gắp miếng thịt gà chặt to quá muốn gãy đôi đũa chị nhờ.,đúng luôn chị ơi! Gắp miếng thịt gà chặt to quá muốn gãy đôi đũa chị nhỉ.,northern,,vidia2std,train
"Răng mà loại 2 hè, nói có Lộn không rứa? Tui nhớ là loại 4 rồi chơ.","Sao mà loại 2 nhỉ, nói có lộn không vậy? Tôi nhớ là loại 4 rồi chứ.",central,,vidia2std,train
"chị khuyên chị giàu yên phận bán cafe, chơ đừng ri nghe.",Chị khuyên chị giàu yên phận bán cafe chứ đừng thế này nghe.,central,,vidia2std,train
Bổ nghiêng chứ. chi ri.,Té nghiêng chứ. gì vậy.,central,,vidia2std,train
"thèm nhậu thiệt, mai nâng ly hông nè.","thèm nhậu thật, mai nâng ly không này.",southern,,vidia2std,train
chấp chi mấy đứa 3 que ni em.,Chấp gì mấy đứa 3 que này em.,central,,vidia2std,train
bia Sài Gòn uống là ngon nhứt.,bia Sài Gòn uống là ngon nhất.,southern,,vidia2std,train
mai mốt là chừng nào? Phải có thời gian rõ ràng,hôm nào là chừng nào? Phải có thời gian rõ ràng,southern,,vidia2std,train
Khách rọt lâu giờ mất tích hè?,Khách quen lâu giờ mất tích nhỉ.,central,,vidia2std,train
học cùng khoá cụ mô ra lắm rứa.,Học cùng khoá cụ nào ra lắm vậy.,central,,vidia2std,train
"rầu thúi ruột , không có cái mền đắp.","rầu khủng khiếp , không có cái chăn đắp.",southern,,vidia2std,train
Không mô bằng quê choa Hà Tĩnh.,Không ở đâu bằng quê tôi Hà Tĩnh,central,,vidia2std,train
"hổng ấy hẹn nhau dìa Huế, lại hỉ?",Không ấy hẹn nhau về Huế lại nhỉ,central,,vidia2std,train
