row_id,dialect,region,sentiment
7608,"tao đặt xe Tết, đứa nào hông đi là đứa đó trả tiền nghe hông",southern,
7609,Hóng được chưa?,northern,
7610,"đúng rồi anh tề. Biết là khó mà năm vài vụ ở đoạn ni, ớn sương thiệc.",central,
7611,"đọan mô ri, gần nhà không",central,
7612,Rứa tập trung về chỗ ni tránh lũ thôi.,central,
7613,khi mô về nhét rọt trặt mồm.,central,
7614,"Giàu thì ngồi chiu chiu, chơ đói thấy bà chơ mô mà ngồi chiu chiu.",central,
7615,"Uê, dựng mãi chửa xong.",northern,
7616,cái bốt của mấy thầy u nhà tôi.,northern,
7617,Răng không tag tau với Đậu Quỳnh Chi.,central,
7618,đẻ xong mốt có dịp di sau nè.,southern,
7619,Không có múa lân bạn nhể? Đi một vòng xem mỗi cá rồi về.,northern,
7620,thằng ni ở mô mà thấy quen rứa?,central,
7621,núa ai đó chớ không núa bạn nghe,southern,
7622,uống bia giỏi nựa anh hè?,central,
7623,Ngày mai còn thức dậy là hạnh phúc rầu,southern,
7624,may tối qua tớ không lên nhể.,northern,
7625,Giỗ chi mà lắm rứa hầy.,central,
7626,"nhút có rồi, dừ chơ dầu ăn nựa thôi.",central,
7627,"Mới mua hồi chiều 40 ngàn một kí, ta nói nó ngon, béo ơi là béo.",southern,
7628,Ác mồm ác miệng đứa mô tung tin ni ra làm ảnh hưởng tinh thần cả một dân tộc.,central,
7629,Túi ni thì chịu rồi,central,
7630,lưa hơn nửa tháng nữa là hết Tết rồi.,central,
7631,"""Huế mưa bưa bưa lắm, khi mô về Huế rứa.""",central,
7632,"""Bác bị nặng, còn chị tê không can chi.""",central,
7633,chị gái Yên Thành ơi. Lấy chộ mô Hà Tịnh đó.,central,
7634,"Ngon thiệt nha, tui ăn chỗ này không nè.",southern,
7635,chị nớ bị phần đầu a răng mà chết tại chỗ luôn rứa.,central,
7636,Có cô mô chưa chồng không ạ? Chơ nhìn méng đất ưa rùi đó.,central,
7637,Hà Tĩnh ở mô rứa.,central,
7638,"giá ni hồi trưa chị ơi, chừ dưới 7 triệu 9 trăm nghìn rồi.",central,
7639,Cuối năm mà vô làm được công ty thì cái Tết đỡ thiệt chớ,southern,
7640,bữa ni tui với bà là O với Dì hẹ?,central,
7641,"Người nhà mô ra mà lắm rứa, một năm qua phải hơn 100 người lụm rồi.",central,
7642,đất bạn chi lạ rứa.,central,
7643,Tiền thiếu chi mà phải bán rọng hè?,central,
7644,hèn chi nói răng lạ ri bây.,central,
7645,Con nhà ai mà xinh gấy rứa?,central,
7646,Ở Hà nội nỏ chộ chi!,central,
7647,"Về quê đào ao thả cá, trồng rau Bu ơi .",northern,
7648,Chị rọt của em tề,central,
7649,Ở trỏng cổ có phải cải tạo gì đâu.,southern,
7650,"mi chạy qua, chạy lai, còn được huống chi lọt khe.",central,
7651,"tết về tau, tau mời larue nghe",central,
7652,Nào dẫn đi ăn bún nước lèo du thuyền coi.,southern,
7653,để tao về đi coi dí mày nghe,southern,
7654,Túi ni đi tiếp chơ,central,
7655,Mai mốt có chưa? Tớ đăng ký mua một chiếc đi chơi,southern,
7656,răng đi làm chi ở nhà uống nước trà cho mát.,central,
7657,trông coi địa bàn chi lạ rứa hè?,central,
7658,"Sóc Trăng người nổi tiếng nhóc, tại bạn không biết đó",southern,
7659,"mai mốt mình về , nấu cho mình ăn với nhé bạn yêu.",southern,
7660,"Rứa mấy anh Vĩnh Linh, Gio Linh đồ, rứa là không đẹp à",central,
7661,"Đi khi mô mà không rủ mình, để mình chụp ảnh với thần tượng của mình tê nạ.",central,
7662,"""Bạn ni lấy chồng cùng xã nè, bạn ni thì cùng xóm.""",central,
7663,Khổ thế chứ lị!,northern,
7664,kiếm anh trai nào tối chở đi ngắm pháo hoa nè.,southern,
7665,Cũng không ốt dột lắm mô bà hi?,central,
7666,nghe nói đợt ni eng trốn vợ ra thị xã ở ẩn rồi vẹ.,central,
7667,bu xuống Hà Nội chơi xong giờ không về được .,northern,
7668,Cây của chú mần chi đổ được.,central,
7669,Đội vương miện cho bả có tâm chút được hông dậy.,southern,
7670,"Làm màu quẹo qua quẹo lại cho cố,sao lúc xuống dốc thẳng tay lái dữ ta?",southern,
7671,Không sót ngân hàng mô em nạ. Dừ mà ốm cấy là họ sốt rét ra.,central,
7672,"Kiểu lúc nớ, say quá nỏ biết chi hết tệ.",central,
7673,tắm hay làm chi nói cho thiệt.,central,
7674,Giống trên phim rứa hề? Mấy thằng kiểu ni về choảng vợ khiếp lắm.,central,
7675,"Hột to lắm, chọi bể đầu luôn đó",southern,
7676,Quảng Bình choa cụng có nha.,central,
7677,chuẩn bị đi mai dìa ăn nè,southern,
7678,Sướng mô nỏ chộ chớ chộ ngá rồi đọ.,central,
7679,Răng giống tau ri bây?,central,
7680,Lúc mới đi sợ nhất về bùng binh này. Vì sợ chạy lạc cái đường về.,southern,
7681,"Coi giải thưởng tới vài trịu tề, đăng ký đi thi hầy?",central,
7682,Rứa theo mấy bạn khác thì tiếng ở lộ mô là khó nghe nhất rứa hầy?,central,
7683,Chớ bữa nào không chăm na mà lễ với không,southern,
7684,Mong là nước đừng lên nữa! Cho bà con được nhờ!,northern,
7685,"Trấy da trên lèn, trên rú đầy nha!",central,
7686,dìa quê dắt em đi coi phim như hạch này đi anh ơi,southern,
7687,chừ đầu tui chỉ có Thái thoy.,central,
7688,"""May mà bổ ra ngoài chơ mà bổ vô trong là xong rồi.""",central,
7689,"Răng rứa biết, thấy cũng dễ thương mà hè?",central,
7690,"khiếp hẻ, bữa ni vô tận trong luôn.",central,
7691,vô xác nhận giùm cái coi thiệt hông,southern,
7692,"mai mốt đeo kính vô , mình cận mắc công nói nhìn đểu.",southern,
7693,Tập xe bằng xe này họa mi tê liên tục.,central,
7694,mưa chịu khó quẹo vô một khúc cho đỡ chứ không về thúi khỏi bàn,southern,
7695,Coi thường tánh mạng của chính con ruột,southern,
7696,"tui bên đây nè, ngó qua là thấy",southern,
7697,vô lệ thuỷ chơ đồng hới nói mần chi!,central,
7698,"hộn có lẹ, chửi mạ cậu luôn rứa.",central,
7699,Năm ni làm chi có tiền mà đi chợ Tết.,central,
7700,hằng kiểm bữa chừ được mấy chục củ vụ ni rồi.,central,
7701,Đen a rứa mà bạn vẫn nhận ra tui hông à.,central,
7702,Bạn lên Tây Thành bứt cỏ hè?,central,
7703,"Ở mô đó, mà nỏ chộ rủ hầy?",central,
7704,Hổm rày không thấy bạn mua ốc ăn vậy nè,southern,
7705,Năm mô về cũng ăn đỡ sèm.,central,
7706,"anh em khu phố 9 quá đỉnh. Đức Quyềnn về ngủ đi, mạ chờ cửa.",central,
7707,Mần cả Đông Hà tết ni gặp chắc cười haha hết.,central,
7708,"""Đạ ước rứa răng không đặt cao học cho cao luôn, lại ước cao đẳng mần chi cho uổng hề.""",central,
7709,"Chắc dân miền biển nhà bay biết cá ni, dân miền rừng nhà choa không biết.",central,
7710,"dìa rầu mà chưa được nghỉ, còn ngồi cạy hột đào nè sư phụ.",southern,
7711,Chỗ ni ưng hầy?,central,
7712,Đường dìa nhà ba má tui nè,southern,
7713,"""Sao mà chị khó tính rứa hè?""",central,
7714,Ốc bu vàng ruộng tui nhóc.,southern,
7715,Lướt cấy mô cụng chộ mi,central,
7716,Nhân viên cửa sổ cửa đồ kiểm tra đàng hoàng đi. Quả ni hấn liếm hết đó.,central,
7717,nắng troạng trốc chờ bạo mô?,central,
7718,"nó bảo: không có xìa, chỉ có cù dìa thôi.",northern,
7719,Nói đúng nghe! Em gái An Giang nè!,southern,
7720,"đi hè, đừng cho mụ thương đi",central,
7721,cấy tướng ni thì giống eng hơn,central,
7722,"em còn rờ hơn rứa nữa, mần răng được đây anh.",central,
7723,ráng làm kiếm tiền ăn tết nè anh 2,southern,
7724,Quân ni to cả mà nhởi nhớp ri bây.,central,
7725,ít năm nựa mẹ Trinh cụng được lên tường hẻ?,central,
7726,"Đầu ni không phải em cắt mô, khách em toàn người đàng hoàng thôi",central,
7727,"Quê choa hấn rứa, thương đồng bào lắm.",central,
7728,Bà nào không tin thì cứ mạnh dạn chạy ra ngoải coi xuồng,southern,
7729,"Diễn Châu mần chì có thịt chuột, hầy anh em?",central,
7730,"Úi giời, không phát nào trượt!",northern,
7731,"""Uống với bạn răng đấm bạn rứa Nghị ơi là Nghị. Đề nghị cho Nghị đi nghỉ mát.""",central,
7732,Khoe ảnh nước vô nhà o coi mồ?,central,
7733,Biến mô mà không chộ họ.,central,
7734,"""Bạn nghị là đi đàng dạ dày là mau nhít.""",central,
7735,uống này đặng có may mắn đi nè ha,southern,
7736,"Chị chuẩn bị dừ chơ chi, chị.",central,
7737,Trông đọi nác mắm trong là thấy uy tín rồi.,central,
7738,Năm ni ăn Tết ở mô?,central,
7739,Béng ni ngon mà.,central,
7740,Dạ công an chặn nơi cầu bơ con vô mần méng cafe tí đạ.,central,
7741,Ổng về bển ổng đồn Sóc Trăng bán ổ bánh mì 100 đô.,southern,
7742,"Vơ, nhìn thôi cụng nóng rọt nóng gan rồi. Thương miền Bắc, mong đừng có thiệt hại về người.",central,
7743,Mần răng liên hệ xin đi mần được hè?,central,
7744,nước cơm chan với kho quẹt hay thịt kho tiêu thì cũng nhứt cái nách à nghe,southern,
7745,"Quê choa có loại đặc sản trấn mấn, ai cần choa síp tận nhà.",central,
7746,"ngon mà, ăn bị ghiền luôn á",southern,
7747,Rủ chắc mà đi đi,northern,
7748,Bơ bạn mi nói răng?,central,
7749,May không đi dịp ni hè? Tội thật.,central,
7750,"Phóng điện từ sáng tới 5 giờ chiều, có mưa hột mô mô.",central,
7751,nữa về đây chơi nha.,southern,
7752,Qua bển làm dịch vụ chích điện rồi về người đẹp ơi.,southern,
7753,"Ôi huốt rồi, chạy huốt nhà em rồi.",southern,
7754,Câu ở Chiến Diệp cho nhanh cụ à. Chơ nắng ri không trụ nổi.,central,
7755,Gưn hay ngái không quan trọng. Quan trọng là chi hè? Là em ở mô?,central,
7756,"Thầy, lần ni a răng thầy? Truột chạc không?",central,
7757,"mình về chung đường nè, bữa nào nhậu hén",southern,
7758,Đài ni Đài chi rứa bây?,central,
7759,"Đồ mách lẻo, mình không vượt được, chớ vượt được cũng méc.",southern,
7760,Bạn mi có người yêu chưa? Cầu hồn kiểu ni đi.,central,
7761,Bà chủ shop ni thì uy tín chất lượng luôn. Túi đựng cũng đẹp.,central,
7762,Mấy eng ngồi côi xe đạp cho hung. Cái đường được chút mà 2 cái xe đại chang vượt chắc xe máy nỏ biết né chỗ mô luôn á.,central,
7763,"cũng đàng hoàng lịch sự đấy, nhẫn đồng hồ đồ hè?",central,
7764,Giới trẻ bựa ni không biết hắn suy nghĩ kiểu chi bay nà?,central,
7765,Mới nửa tháng 9 mà. Còn ngái.,central,
7766,Khi nớ không có răng mà ăn cu đơ.,central,
7767,Bựa ni sọi gấy hầy!,central,
7768,để em kiếm coi quán này chỗ nào,southern,
7769,Mặt gì bành ki dậy?,southern,
7770,không Cầu bô bản làm chi có trồng sắn? Bên đều là quán nhậu không?,central,
7771,báo đăng suốt không biết đến khi mô bạn hè?,central,
7772,"gẫy kìa bác ơi, này mới phải mất tiền đi nhổ bác nhé.",northern,
7773,"Kiểu chi cụng có, em có một xuất đặc biệt thổi sáo cho anh.",central,
7774,tạm dừng việc đẻ. Đi kiếm tiền đã o hè?,central,
7775,nói rứa thôi chơ đem cho Dũng Lương cưa vì hắn đang cực.,central,
7776,Tội cái là còn bị lừa mất 34 củ nữa chơ. Mạ cha bọn lừa đảo.,central,
7777,Hồi nớ là tay lái lụa.,central,
7778,mô tơi nỗi thèm cỡ ni anh?,central,
7779,Đến Nha Trang thì ghé chợ Đầm làm tô bún cá Ninh Hòa.,southern,
7780,lạo ơi chừ cho vài cục mà chắm đuốc hè?,central,
7781,nữa về đi chồng ơi!,southern,
7782,thế thì cuối năm ni mần con ô tô bấm cho bỏ ghét anh ạ.,central,
7783,"Lì có lẹ, mô cũng thấy cảnh báo mà rứa đó.",central,
7784,"Mùng một chạy dìa mới được, thích quá trời luôn.",southern,
7785,Ê có ai như tao không đọc xong chả hiểu mô tê gì?,central,
7786,Lúc này chưa bể hụi nè,southern,
7787,Nẫu thì dìa còn tui thì một đẩu nữa đi nè.,southern,
7788,Ai biểu gởi zalo chi,southern,
7789,Mặc rứa mà vẹ không lạnh?,central,
7790,lỡ mà có bồ đừng cãi lộn với nó nha chèn.,southern,
7791,"Ẩu hè, chỗ ni mô mà lạ hè?",central,
7792,"Lịch sự đó chơ, mai tới trả tiền, làm chi căng",central,
7793,Đi đẻ thời mệ tui đi đẻ tui.,central,
7794,Răng không thấy vợ chồng ả hầy?,central,
7795,cũng thèm bia thiệt á chớ.,southern,
7796,Câu đầu đúng câu sau nghe ngồ ngộ nè.,southern,
7797,Quán ni lộ mô đây bạn?,central,
7798,Có bông ăn là ngon rầu nha bạn,southern,
7799,Xây 2 nhà để giận chắc là chia ra đứa nhà.,central,
7800,Hông chua là hông chịu nha,southern,
7801,Ruôn như vầy là đúng.,northern,
7802,Chỉ nghe nói thâu chớ hông có thiệt đâu.,southern,
7803,Ai chơi chi lạ rứa hè?,central,
7804,"răng mà thương rứa hi, vụ này vụ khác.",central,
7805,giả bộ nói thử có cùng suy nghĩ không chớ,southern,
7806,"Chờ tôi 15 ngày nữa nhé, tôi về với thầy u.",northern,
7807,Chuẩn bị dìa quơ mà nghe rầu quá.,southern,
7808,"eng cũng rứa, ăn chơi cho khoẻ, đợ đau trốc.",central,
7809,chỉ có mi kẹo kéo không mời thôi chơ,central,
7810,mày mần răng chơ mới uống có tí chạy hết ròi.,central,
7811,Khi im lặng lâu là quẹt khu mi luôn rồi đó.,central,
7812,Bả vội mà bả giàu á bây.,southern,
7813,Chưa bao giờ nghị sẽ có lúc bản thân ghét Sài Gòn đến như ri.,central,
7814,Dưới ni không mưa. Nóng mồ hôi hột đây.,central,
7815,ổng nói ai thèm chơi với tụi bây nữa đâu mà nghỉ,southern,
7816,Ui cha mạ ơi. Cùng tê mà sao tui khổ ri bây,central,
7817,Cũng tính coi Miss Universe mà bựa chừ mắc thi giữa kì bơ coi chắc Miss International thôi,central,
7818,Có dìa nhà không chớ tui thấy mưa to rồi đó!,southern,
7819,Làm ri tiền để mô cho hết rứa?,central,
7820,Không lấy cúp khung mần ngài.,central,
7821,rồi 15 độ dậy đi nựa tề.,central,
7822,"kì ta, coi trên đây nó khác vậy nè.",southern,
7823,Anh ơi đá cái tó lên,southern,
7824,Bác quên nhà em a răng rồi à? Như kiểu công viên. Cần chi đi mô.,central,
7825,Lút úp luôn cái rọng rồi.,central,
7826,Đúng hè. Rứa ai được vé về cân nhắc.,central,
7827,nữa về chị em mình đi.,southern,
7828,Răng rồi mồ?,central,
7829,Chớ Quy Nhơn hông được hay sao mà cọp với hổ,southern,
7830,"Họ bắt ở mô á, chớ nhà em chưa chộ con mô.",central,
7831,nhà tui cách đây 11 năm trước đám giỗ có lần ngủ tới ngoài hàng ba luôn.,southern,
7832,Khe ni cũng rứa.,central,
7833,Răng ri Phương Nguyễn hè?,central,
7834,"Nhà anh ni ở mô hầy, để đưa sách vở đến.",central,
7835,"""Bứt đi chơ để chín hấn rụng trửa trốc trửa mặt troạng ra.""",central,
7836,"Nhanh lên, về mần cốc nác chè.",central,
7837,Răng mà cấy chi chi cũng biết hè?,central,
7838,Lãng mạn rứa rồi chi nữa.,central,
7839,Tuấn Khang bựa ni răng mà đẹp rứa hè?,central,
7840,Răng app nỏ ra cái dịch vụ ni sớm sớm tề?,central,
7841,Nhà nghèo xin chào các bạn nhà giầu nha.,northern,
7842,"người ta 2, 3 nhà lận nên hông sao",southern,
7843,"kệ á anh, em nói rứa chơ xóm làng họ không báo thôi mình nhúng vô làm chi?",central,
7844,"Vứt mô rứa để em qua lụm, em Phương luôn đây.",central,
7845,Lộ mô ri O?,central,
7846,ngon lắm mà mì gói chứ hông phải mì tươi như bển.,southern,
7847,có ai chết mô mà mô phật o.,central,
7848,hổm thấy chụp hình với ai nè phải hôn?,southern,
7849,Thì kệ thôi. Chơ biết răng nựa.,central,
7850,Chị mô rứa bạn?,central,
7851,Con ni là con tắn chơ bé na mô?,central,
7852,Ở xã mô mà đẹp rứa.,central,
7853,Rủ cấy khác dệ hơn được không?,central,
7854,Mai mốt về thêm lần nữa,southern,
7855,sinh viên năm 3 ni thì răng.,central,
7856,"phũ phàng rứa, không lấy thì cho em chơ.",central,
7857,nữa về dắt tham quan nè.,southern,
7858,Ngoài nớ mưa to chơ trong anh không thấy gì.,central,
7859,Vô đây miền trung luôn chào đón mấy cấy bão ni cơm cháo chi.,central,
7860,Gần đến Hải Phòng tui đây rồi chèn. Có khi mô tui bay về Nghệ An không?,central,
7861,"Nhà choa ngày xưa nó hốt cả nhà, may không bốc cho choa đi nốt tề.",central,
7862,Trời ơi! Tuổi thơ của tui. Giờ không muối được món này mới đau chứ lị!,northern,
7863,Em cò muốn về mần du Hà Tịnh không?,central,
7864,Mai mốt lại đăng lên tìm chú rể,southern,
7865,"quan trọng là chất lượng cuộc sống, chơ có đi làm mô mà lương em.",central,
7866,"Cũng mua vé như ai, rứa mà say sóng nằm như ri đây",central,
7867,không mượn lão!? Bu tôi đạp xe ra đón rồi.,northern,
7868,Cho tau leo lên trốc được không?,central,
7869,kiếm bộ áo dài đi ôn lại kỷ niệm học trò chớ,southern,
7870,Thì nẫu muốn thì nẫu dìa đi. Chứ nói gì hé,southern,
7871,"linh ni bựa ni được đó, linh ta mô rồi hầy?",central,
7872,"""Chờ mại mà nó chộ mô.""",central,
7873,"Nhất ngài Hà Tĩnh rồi, Hà Tĩnh quê choa mãi đỉnh.",central,
7874,kêu eng cà rốt ăn mừng chơ chi không tăng lương.,central,
7875,bạn nớ khi mô về Huế mà đòi nhắc.,central,
7876,Thiệt hôn để tui đem đi định giá!,southern,
7877,Tag hắn vô chơ mi hầy?,central,
7878,Mình nỏ thích kim cương. Thì nên nói chồng mua chi hầy?,central,
7879,Không biết đàng mà về nữa.,central,
7880,"thấy có vẻ ngon, mốt về thử nha",southern,
7881,Ai lột con tôm nhìn rầu thiệt chớ!,southern,
7882,To trốc rồi mà còn giật giật.,central,
7883,Được rứa còn chi bằng.,central,
7884,"Chỗ ni chưa đi luôn, khi nào đi bữa hè?",central,
7885,Bạn qua làm ly đi.,southern,
7886,"Thằng mô em, thằng mô anh.",central,
7887,ngon hông? Tất niên mua về uống thử,southern,
7888,"triển thôi, mới chộ xong rọ nác méng.",central,
7889,Có lẹ đi bựa mô về là có thông báo phạt nguội khi á cụng nên.,central,
7890,"""Làm chi để hắn tức giận ghê rứa.""",central,
7891,Mấy món này hơi bị hao cơm đó nghen.,southern,
7892,Họ bày cho chi nữa hay là mần máy xúc.,central,
7893,đúng luôn chị ơi! Gắp miếng thịt gà chặt to quá muốn gãy đôi đũa chị nhờ.,northern,
7894,"Răng mà loại 2 hè, nói có Lộn không rứa? Tui nhớ là loại 4 rồi chơ.",central,
7895,"chị khuyên chị giàu yên phận bán cafe, chơ đừng ri nghe.",central,
7896,Bổ nghiêng chứ. chi ri.,central,
7897,"thèm nhậu thiệt, mai nâng ly hông nè.",southern,
7898,chấp chi mấy đứa 3 que ni em.,central,
7899,bia Sài Gòn uống là ngon nhứt.,southern,
7900,mai mốt là chừng nào? Phải có thời gian rõ ràng,southern,
7901,Khách rọt lâu giờ mất tích hè?,central,
7902,học cùng khoá cụ mô ra lắm rứa.,central,
7903,"rầu thúi ruột , không có cái mền đắp.",southern,
7904,Không mô bằng quê choa Hà Tĩnh.,central,
7905,"hổng ấy hẹn nhau dìa Huế, lại hỉ?",central,
7906,"Mệ nhảy cái, lưng thẳng luôn. Yêu mệ.",central,
7907,về nhà nghỉ luôn đi bạn chớ ăn vặt rồi dạo chi lòng vòng rứa.,central,
7908,Nó đâu rầu ! Kêu nó dìa tao biểu coi!,southern,
7909,"Sợ quá, ngay trạm thu phí có dốc mà xe nào cũng chạy bạt mạng.",southern,
7910,Có o mô Thanh Chương không? Giới thiệu cho tui o với mồ.,central,
7911,Dừ mi ở chộ mô rứa? Rảnh sang tau nhởi.,central,
7912,"đoạn mô rồi anh hè? ngã 3 phía cuối xóm á hơ, đoạn qua Hà Trung à",central,
7913,Mần chuyến nựa hệnh?,central,
7914,Rứa tối ni đi lại cho đúng ngày.,central,
7915,Hèn chi mấy bữa ni anh Luân gọi mãi mà không được.,central,
7916,Cái bánh này mà đáp vào mặt nyc nó phê phải biết.,northern,
7917,May không uống sữa ni. Mà không biết sữa khác thì răng.,central,
7918,"mối ruột nè, dễ gì không lên kèo hén",southern,
7919,"""Có cu em mô đi 324 không hè?""",central,
7920,"""Tình hình năm ni bon chen phát nựa hẻ?""",central,
7921,Quỳnh Lưu mô đây hầy?,central,
7922,"Khu ả ni, ri phẩy 3 lứa là ít.",central,
7923,Dìa chưa kịp ăn phải đi vô rầu nè,southern,
7924,"Nhớ lại một thời của tau với mi hồng hẻ, tau vô lại Sài Gòn rồi nè.",central,
7925,Nhớ chữ được cũng đau trốc đau tai. Nỏ cần phải học mô.,central,
7926,"Bạn chộ con mô đẹp đẹp cấy hở ra, là vợ tương lai rứa.",central,
7927,"món chi đây em, răng lạ rứa nhờ?",central,
7928,Ăn ghẹ Quảng Trị còn hơn ăn cua Cà Mau. Cứ thấy chi rẻ thì nhào vô tê nạ.,central,
7929,bữa ni đừng nhuộm tóc nữa nghe.,central,
7930,hồi nớ Sáng nhà ta cũng xấp xỉ ri mà hậy?,central,
7931,đỉnh là phải 10 cụ nớ tề.,central,
7932,"Ối giời cái mùi hoa này làm tui đau đầu, thấy là không ưa nổi.",northern,
7933,O ni du ai?,central,
7934,Ai chụp mà xinh ri hè?,central,
7935,Đợt ni cán bộ đi mô đó rồi?,central,
7936,Hình như hồi sáng có bé bị mất xe nè. Kiếm quá trời hông ra chiếc xe,southern,
7937,"Thèm bún hến, bánh tráng trộn đồ rứa nựa á.",central,
7938,"Đi trước 4 giờ sáng là không có kẹt đâu á, em mới dìa bữa nay nè, chạy bình thường à",southern,
7939,Nhà chật quá nên thanh lý vợi hàng các bà ơi.,northern,
7940,"Tính ra ổng hay chứ bộ, trồng cây chuối giỏi quá trời",southern,
7941,"bởi hôm qua chị đọc mà chị cười thôi chơ có bình luận lại mô, kệ đi em.",central,
7942,Quỳnh Trang bữa ni đi chơi ngồi nhìn chắc cười thôi nghe.,central,
7943,mai mốt không có rủ đi nhậu nữa nghe.,southern,
7944,coi trên xe có túi chị ấy treo lộn hông,southern,
7945,"hèn chi hôm qua tao tưởng bão, hóa ra là bảo thiệt.",southern,
7946,loại mày mà choa bị chi có lẽ cười nhe răng như chó thôi.,central,
7947,đi ăn theo ả review ni chưa quán mô ra hồn.,central,
7948,rứa cả ngày mở thì làm răng vẽ.,central,
7949,Nhìn chú nớ kiểu hầm hố lắm. Sau chị nỏ biết a răng nựa,central,
7950,hổm rày rồi em gái!,southern,
7951,"cho xin địa chỉ đi ạ, nào về quê nhứt định mình sẽ đi ăn",southern,
7952,"Hông có nghe, tui ở nhỏ giờ không có dậy.",southern,
7953,Răng hôm qua chộ trang mô viết nói chắc người được mời với dân cư vincom mới được chơi mà?,central,
7954,em có đi không anh đăng kí vé qua bển.,southern,
7955,"""Họ trả rồi thì thôi, nhắc lại làm chi nữa chú, kệ họ đi.""",central,
7956,tôi cũng nghĩ cái bọn điên lại đi hâm mô một cái thằng chỉ chi. Đúng thật.,central,
7957,"Ừ hè, quá nhiều lựa chọn. Thời nớ tinh ăn lẩu chúng mày hè?",central,
7958,"Bữa nào về nhà lục lại coi, đồ cỗ nhóc.",southern,
7959,gửi con lỡ giống mẹ nó khi chưa chỉnh sửa không đẹp thì mần răng.,central,
7960,"Cô Khang ni mọi hồi, dạy bố hấn",central,
7961,Khoảng cách sẽ ngắn lại để tui về thăm khi già nua rồi ông hè.,central,
7962,"đem Võ Trần Tuấn Anh lên nhận cái, chộ ngày mô cũng lạng vô bụi rứa",central,
7963,"Khi mô admin với em uống hè, em gấy Hương Sơn chính gốc.",central,
7964,Ngài ở chộ nớ,central,
7965,"Chi chi rứa mình hầy, qua chị cho.",central,
7966,"nghe sao cấn cấn, hổng có Tết được hôn",southern,
7967,Đang ở sài gòn rầu nẫu ơi,southern,
7968,Cầu hôn xong cầu hồn luôn. Sợ thiệt.,southern,
7969,Ngủ mà cũng chộ cại chắc,central,
7970,người lái đò của tui đấy,central,
7971,"Thương rứa, Họ lượm được cho lại bơ mừng hè?",central,
7972,Gấy tau sọi rứa mà mi không rủ đi nhởi bựa.,central,
7973,bên Harmony cũng gẫy hết luôn.,northern,
7974,nhỏ nào vẽ cái nơ bự bành ki y như cái chén dậy?,southern,
7975,Nhà được O cùn cấy gã luôn rồi. Còn 3 cùn trai ni gã luôn ai hốt dùm luôn ạ.,central,
7976,Hay đi Vinh chơ mại nỏ kiếm được anh mô mà ôm giống rứa.,central,
7977,Về Thịnh Lộc cụ thể để mần chi thì chưa chộ nói.,central,
7978,"chị bữa ni 57 kg rồi, không lọt mô",central,
7979,Mưa gió thì ri cấy đạ tính sau.,central,
7980,Mấy cái đi ngược nhân loại mà chia sẻ chi bạn hè?,central,
7981,giờ có đĩa hột vịt lộn nhậu nữa hết bài,southern,
7982,hôm nào có dịp dìa xứ nẫu con chơi nhe,southern,
7983,coi khăn gói nhập hội cho đỡ áp lực đi ní .,southern,
7984,Cồ mần được không? Chơ không láng giềng mệt thật.,central,
7985,"Lại một đứa ni nựa, chuyên viên tình cảm.",central,
7986,này mà làm lẩu mắm ăn nhức cái nách.,southern,
7987,"tò mò quá, có thuyền hồng ngoài cái Răng thiệt hông?",southern,
7988,Ả nhỏ Lệ Hằng nì ngày mô cũng đi qua.,central,
7989,hèn chi thầy uống cà phê trển không,southern,
7990,Chắc lọt mánh rồi. Lạ đếch chi mấy chuyện ni.,central,
7991,một trong những bùng binh lớn nhất Đông Nam á,southern,
7992,mai đi hôn chị? Mai em rảnh nè,southern,
7993,Rứa em ăn xong tô ni chị Linh cho em đi với hi,central,
7994,rứa mà mấy ông mụ hàng xóm bắt,central,
7995,"bình thường quận 12 bể bờ bao là ngập một mét rồi, xả mà gặp bể thì cá vào bắt không kịp",southern,
7996,"""Đăng để, mần chi rứa?""",central,
7997,cấy nớ họ kêu do đắng thôi.,central,
7998,Gà này hầm sả ớt cũng ngon hết sẩy,southern,
7999,"Mô Hưng Nguyên rứa trời. Trời thì mưa, thương bé quá.",central,
8000,hay nhỉ có sao nói vậy ai làm chi tui?,central,
8001,"mô rú, mô khe, mô nỏ chộ . Mô rào, mô bể, chộ mô mồ chơ hẻ?",central,
8002,Lên tận đó coi lận hả bà bạn,southern,
8003,kêu con Trang đạp xe ra ngoải coi ổng hẩy,southern,
8004,đồ ni cho nằm mộ chi cho dấp đất anh.,central,
8005,"Mi viettel tề, đăng kí đi kiếm con xe nha.",central,
8006,Hoành thánh của bác này ngonbas cháy mà rẻ nữa. Mối ruột à nghen,southern,
8007,Xào mứt dẻo là ngon nhứt luôn đó.,southern,
8008,mai mốt học xong đi thi luôn đi bé,southern,
8009,"748 dự đoán mấy chục lân rùi, lân ni không trúng nựa là bỏ cuộc chơi luôn na.",central,
8010,cho hấn chuyến xe taxi đến cho nhanh tề!,central,
8011,Ơ kìa... Anh cộng tác bên báo Tuổi Trẻ mà lị.,northern,
8012,Phim chán à anh? Túi ni em đi coi nầy.,central,
8013,Rứa mần quen được chơ hầy?,central,
8014,"""Mưa ri có được nghỉ làm không hầy?""",central,
8015,"Dăm bứa nửa tháng nựa, thì cụng còn cấy khu mấn.",central,
8016,"ở Cửa Việt mấy năm rồi, mà chộ lạ quái bác hè?",central,
